entryid,station,tempdew,pressure,wind,vis,auto,datetime,rmk,weather,skycover,needfix,obsdate
667,KATL,24/13,3011,12004,10,0,41452,AO2 SLP187 T02440133 50006,NA,FEW200,0,20210904
668,KATL,23/14,3011,0,10,0,41352,AO2 SLP188 T02280139,NA,FEW200,0,20210904
669,KATL,21/16,3010,0,10,0,41252,AO2 SLP185 T02110156,NA,FEW150;FEW200,0,20210904
670,KATL,18/14,3009,0,10,0,41152,AO2 SLP182 T01780144 10211 20178 53012,NA,FEW150;SCT200;SCT250,0,20210904
671,KATL,18/14,3007,0,10,0,41052,AO2 SLP175 T01780139,NA,FEW150;SCT200;SCT250,0,20210904
672,KATL,18/14,3006,10003,10,0,40952,AO2 SLP171 T01830139,NA,FEW250,0,20210904
673,KATL,18/14,3005,0,10,0,40852,AO2 SLP169 T01830139 56007,NA,SCT250,0,20210904
674,KATL,19/14,3006,12003,10,0,40752,AO2 SLP171 T01890139,NA,SCT250,0,20210904
675,KATL,19/14,3006,0,10,0,40652,AO2 SLP171 T01940139,NA,SCT250,0,20210904
676,KATL,20/14,3008,0,10,0,40552,AO2 SLP175 T02000139 10244 20194 55000,NA,SCT250,0,20210904
677,KATL,21/14,3007,12003,10,0,40452,AO2 SLP175 T02060139 402780189,NA,BKN250,0,20210904
678,KATL,21/14,3008,0,10,0,40352,AO2 SLP175 T02060139,NA,BKN250,0,20210904
679,KATL,21/15,3008,14003,10,0,40252,AO2 SLP176 T02110150 51010,NA,BKN250,0,20210904
680,KATL,22/14,3007,13003,10,0,40152,AO2 SLP175 T02170144,NA,FEW150;BKN250,0,20210904
681,KATL,23/13,3005,15003,10,0,40052,AO2 SLP169 T02280133,NA,FEW200;SCT250,0,20210904
682,KATL,24/12,3004,11004,10,0,32352,AO2 SLP166 T02440117 10278 20244 58008,NA,FEW200;SCT250,0,20210903
683,KATL,26/12,3005,8006,10,0,32252,AO2 SLP169 T02610122,NA,FEW200;FEW250,0,20210903
684,KATL,27/12,3006,VRB06,10,0,32152,AO2 SLP170 T02670117,NA,FEW200;SCT250,0,20210903
685,KATL,27/12,3007,10008,10,0,32052,AO2 SLP173 T02720122 56012,NA,SCT200;SCT250,0,20210903
686,KATL,27/11,3008,7008,10,0,31952,AO2 SLP175 T02670111,NA,FEW150;SCT200;BKN250,0,20210903
687,KATL,27/13,3009,13005,10,0,31852,AO2 SLP181 T02670128,NA,FEW150;BKN200;BKN250,0,20210903
688,KATL,26/12,3010,10008G17,10,0,31752,AO2 SLP184 T02610117 10267 20194 58006,NA,FEW070;FEW150;BKN200;BKN250,0,20210903
689,KATL,26/12,3012,09009G15,10,0,31652,AO2 SLP189 T02610122,NA,FEW060;FEW150;SCT200;BKN250,0,20210903
690,KATL,26/12,3012,9010,10,0,31552,AO2 SLP190 T02560117,NA,FEW150;SCT200;BKN250,0,20210903
691,KATL,24/13,3012,9010,10,0,31452,AO2 SLP190 T02390128 51013,NA,FEW150;BKN200;BKN250,0,20210903
692,KATL,23/14,3011,10008,10,0,31352,AO2 SLP187 T02280144,NA,FEW200;SCT250,0,20210903
693,KATL,21/15,3010,10009,10,0,31252,AO2 SLP182 T02110150,NA,FEW250,0,20210903
694,KATL,19/16,3008,8006,10,0,31152,AO2 SLP178 T01940161 10233 20189 53020,NA,FEW150;FEW250,0,20210903
695,KATL,19/17,3006,8008,10,0,31052,AO2 SLP170 T01940167,NA,FEW050,0,20210903
696,KATL,19/17,3003,9007,10,0,30952,AO2 SLP160 T01940167,NA,FEW050,0,20210903
697,KATL,21/17,3002,9005,10,0,30852,AO2 SLP158 T02060172 52000,NA,FEW050,0,20210903
698,KATL,21/17,3002,10005,10,0,30752,AO2 SLP156 T02110172,NA,FEW050,0,20210903
699,KATL,22/18,3003,9006,10,0,30652,AO2 SLP157 T02220178,NA,SCT050;SCT060,0,20210903
700,KATL,23/18,3002,10004,10,0,30552,AO2 SLP156 T02330178 10272 20228 51002,NA,SCT047;BKN055,0,20210903
701,KATL,24/18,3002,8004,10,0,30452,AO2 SLP156 T02390183 403000211,NA,FEW048;BKN060,0,20210903
702,KATL,24/18,3002,0,10,0,30352,AO2 SLP156 T02440183,NA,FEW050,0,20210903
703,KATL,26/18,3002,5006,10,0,30252,AO2 SLP153 T02560178 51021,NA,FEW040,0,20210903
704,KATL,27/18,3000,2008,10,0,30152,AO2 SLP149 T02670183,NA,SCT040;BKN055,0,20210903
705,KATL,27/18,2997,0,10,0,30052,AO2 SLP139 MDT CU OHD-ALQDS T02670178,NA,SCT048;BKN065,0,20210903
706,KATL,27/17,2995,11005,10,0,22352,AO2 SLP133 MDT CU OHD-ALQDS T02720172 10300 20272 53007,NA,SCT048;BKN065,0,20210902
707,KATL,28/17,2994,0,10,0,22252,AO2 SLP128 MDT CU OHD-SW NW T02830172,NA,SCT048;SCT060,0,20210902
708,KATL,30/17,2993,5003,10,0,22152,AO2 SLP125 MDT CU OHD-SW N T03000172,NA,SCT048;SCT060;SCT250,0,20210902
709,KATL,28/17,2993,7005,10,0,22052,AO2 SLP124 T02830167 56012,NA,SCT048;SCT060;SCT250,0,20210902
710,KATL,29/18,2994,15005,10,0,21952,AO2 SLP127 T02940178,NA,SCT045;BKN055;BKN250,0,20210902
711,KATL,28/17,2995,11006,10,0,21852,AO2 SLP133 T02780172,NA,SCT043;BKN055;BKN250,0,20210902
712,KATL,28/18,2997,9006,10,0,21752,AO2 SLP137 MDT CU ALQDS T02780178 10283 20217 50000,NA,SCT038;BKN055,0,20210902
713,KATL,27/18,2997,10006,10,0,21652,AO2 SLP138 T02720178,NA,BKN040;BKN055;BKN200,0,20210902
714,KATL,26/17,2997,06004G14,10,0,21552,AO2 SLP139 T02610172,NA,SCT034;BKN055;BKN200,0,20210902
715,KATL,26/18,2997,8010,10,0,21452,AO2 SLP137 T02610178 51017,NA,FEW034;SCT060;SCT250,0,20210902
716,KATL,25/18,2996,9011,10,0,21352,AO2 SLP134 T02500183,NA,FEW060;FEW200,0,20210902
717,KATL,24/18,2994,6007,10,0,21252,AO2 SLP126 T02390178,NA,FEW055;FEW180,0,20210902
718,KATL,22/18,2992,2005,10,0,21152,AO2 SLP120 T02170178 10222 20211 53019,NA,FEW055,0,20210902
719,KATL,21/18,2989,35008,10,0,21052,AO2 SLP110 T02110183,NA,FEW055,0,20210902
720,KATL,21/19,2987,35007,10,0,20952,AO2 SLP103 T02110189,NA,CLR,0,20210902
721,KATL,21/19,2986,34008,10,0,20852,AO2 SLP100 T02110189 53001,NA,CLR,0,20210902
722,KATL,22/19,2985,33008,10,0,20752,AO2 SLP097 T02170194,NA,FEW250,0,20210902
723,KATL,22/19,2985,31007,10,0,20652,AO2 SLP097 T02220194,NA,FEW250,0,20210902
724,KATL,22/20,2986,29005,10,0,20552,AO2 SLP099 T02220200 10278 20222 50005,NA,FEW250,0,20210902
725,KATL,23/19,2986,30006,10,0,20452,AO2 SLP101 T02280194 403000217,NA,SCT250,0,20210902
726,KATL,24/19,2985,34007,10,0,20352,AO2 SLP097 T02440194,NA,FEW150;SCT250,0,20210902
727,KATL,25/20,2984,33007,10,0,20252,AO2 SLP094 T02500200 51017,NA,FEW040;SCT250,0,20210902
728,KATL,26/20,2984,32005,10,0,20152,AO2 SLP093 T02560200,NA,FEW040;SCT250,0,20210902
729,KATL,26/20,2981,32005,10,0,20052,AO2 SLP084 T02610200,NA,FEW040;FEW150;SCT250,0,20210902
730,KATL,28/19,2979,32006,10,0,12352,AO2 SLP076 T02780194 10300 20278 53002,NA,FEW038;FEW150;SCT250,0,20210901
731,KATL,29/19,2978,34007,10,0,12252,AO2 SLP073 TCU DSNT NW T02890194,NA,FEW038;FEW250,0,20210901
732,KATL,28/19,2978,30009,10,0,12152,AO2 SLP073 MDT CU S-W-NW T02830194,NA,SCT038;SCT050,0,20210901
733,KATL,29/19,2978,34010G19,10,0,12052,AO2 SLP073 MDT CU SE-SW T02940194 58006,NA,SCT038;SCT047,0,20210901
734,KATL,30/20,2979,33011G17,10,0,11952,AO2 SLP076 MDT CU ALQDS T03000200,NA,SCT038;SCT055,0,20210901
735,KATL,29/19,2980,31013G19,10,0,11852,AO2 SLP082 MDT CU ALQDS T02890194,NA,BKN038;BKN050,0,20210901
736,KATL,28/19,2980,32013,10,0,11752,AO2 PK WND 31027/1708 SLP080 T02830194 10289 20222 51003,NA,BKN038,0,20210901
737,KATL,28/19,2980,31015,10,0,11652,AO2 SLP079 T02780189,NA,SCT032;SCT045,0,20210901
738,KATL,27/20,2980,30013G22,10,0,11552,AO2 SLP081 T02720200,NA,FEW028,0,20210901
739,KATL,26/20,2979,30016,10,0,11452,AO2 SLP078 T02560200 53005,NA,FEW025;FEW050;SCT250,0,20210901
740,KATL,24/20,2978,28012G19,10,0,11352,AO2 SLP075 T02390200,NA,SCT017,0,20210901
741,KATL,23/19,2978,28010G19,10,0,11252,AO2 SLP077 BKN017 V SCT T02280194,NA,BKN017,0,20210901
742,KATL,22/19,2978,27009,10,0,11152,AO2 SLP074 60000 70034 T02220194 10228 20217 53018,NA,BKN021;BKN028,0,20210901
743,KATL,22/19,2975,27008,10,0,11052,AO2 SLP065 T02220194,NA,FEW018;BKN025;BKN031,0,20210901
744,KATL,22/19,2975,27009,10,0,11044,AO2 T02220194,NA,FEW016;BKN028,0,20210901
745,KATL,22/20,2973,26010,10,0,10952,AO2 SLP059 T02170200,NA,FEW016;SCT036;SCT048,0,20210901
746,KATL,22/20,2972,27011,10,0,10904,AO2 T02170200,NA,SCT016;SCT025;BKN043,0,20210901
747,KATL,22/20,2972,27012,10,0,10852,AO2 DZE29 SLP054 P0000 60000 T02220200 53002,NA,FEW009;BKN016;BKN025,0,20210901
748,KATL,22/20,2972,26010,10,0,10844,AO2 DZE29 P0000 T02220200,NA,FEW009;SCT016;BKN031,0,20210901
749,KATL,22/21,2971,26010G18,5,0,10752,AO2 DZB44 SLP051 P0000 T02220206,-DZ;BR,BKN008;BKN016;OVC028,0,20210901
750,KATL,22/21,2972,26012G18,8,0,10652,AO2 DZE10 SLP054 P0000 T02220206,NA,BKN008;BKN014;OVC024,0,20210901
751,KATL,22/21,2971,25010G18,6,0,10552,AO2 RAE00DZB20 SLP052 P0000 60000 T02220206 10228 20222 53007,-DZ;BR,BKN008;BKN013;OVC018,0,20210901
752,KATL,23/21,2970,24013G18,10,0,10452,AO2 SLP047 P0000 T02280211 402610222,#NAME?,BKN008;BKN013;OVC025,0,20210901
753,KATL,23/21,2969,23011G17,8,0,10352,AO2 RAB29 SLP045 P0000 T02280211,#NAME?,BKN007;BKN012;OVC030,0,20210901
754,KATL,23/21,2969,22008G17,4,0,10332,AO2 RAB29 P0000 T02280211,-RA;BR,BKN007;BKN012;OVC030,0,20210901
755,KATL,23/21,2969,22011G18,10,0,10252,AO2 RAE04 SLP045 P0000 60000 T02280211 51007,NA,FEW007;BKN011;OVC030,0,20210901
756,KATL,23/21,2969,21010G18,9,0,10152,AO2 RAB52 SLP044 P0000 T02280211,#NAME?,FEW007;BKN012;OVC050,0,20210901
757,KATL,23/21,2968,22007,10,0,10052,AO2 RAE06 SLP040 P0000 T02280211,NA,FEW008;BKN013;OVC050,0,20210901
758,KATL,23/21,2967,24013G23,4,0,312352,AO2 PK WND 21027/2311 RAB01 SLP037 VIS LWR NE-SE P0019 60021 T02280211 10256 20228 55001,-RA;BR,FEW008;BKN018;OVC050,0,2021831
759,KATL,1/2SM,2967,24014G23,2,0,312345,AO2 PK WND 21027/2311 RAB01 P0018 T02280211,RA;BR,SCT008;BKN015;OVC090,0,2021831
760,KATL,23/22,2967,23011G27,6,0,312320,AO2 PK WND 21027/2311 RAB01 VIS LWR NE-SE-S P0016 T02330217,-RA;BR,SCT008;BKN015;OVC090,0,2021831
761,KATL,1/2SM,2967,22016G27,2,0,312313,AO2 PK WND 21027/2311 RAB01 P0015 T02390222,+RA;BR,BKN015;BKN025;OVC090,0,2021831
762,KATL,R09R/5000V,2966,21012G18,2,0,312308,AO2 RAB01 P0005 T02390222,+RA;BR,BKN015;BKN025;OVC090,0,2021831
763,KATL,24/22,2966,20009G17,10,0,312252,AO2 RAB03E17 SLP034 SHRA ALQDS P0002 T02440222,NA,BKN016;BKN025;OVC090,0,2021831
764,KATL,24/22,2966,17009,10,0,312152,AO2 RAE06B31E40 SLP034 P0000 T02440222,NA,BKN015;BKN022;OVC060,0,2021831
765,KATL,25/22,2967,19015G25,8,0,312052,AO2 PK WND 17028/2016 RAB19 SLP038 CIG 016V020 P0000 60000 T02500217 57014,#NAME?,BKN018;BKN036;OVC060,0,2021831
766,KATL,26/21,2968,18015G24,10,0,311952,AO2 PK WND 18031/1908 SLP042 CIG 020V026 T02560211,NA,BKN023;OVC037,0,2021831
767,KATL,25/21,2970,19015G29,10,0,311852,AO2 PK WND 18030/1813 SLP048 CIG 013V017 T02500211,NA,BKN015;OVC025,0,2021831
768,KATL,26/21,2971,18014G27,10,0,311752,AO2 PK WND 19029/1713 SLP052 CIG 018V022 60013 T02560211 10261 20239 58015,NA,BKN020;OVC034,0,2021831
769,KATL,24/22,2973,19017G29,10,0,311652,AO2 PK WND 17030/1622 RAE46 SLP056 CIG 014V018 P0002 T02440222,NA,BKN016;BKN028;OVC055,0,2021831
770,KATL,24/22,2975,18014G27,8,0,311552,AO2 PK WND 18032/1455 SLP065 CIG 013V017 P0002 T02440222,#NAME?,BKN015;BKN028;OVC080,0,2021831
771,KATL,24/22,2976,16016G26,5,0,311452,AO2 PK WND 15026/1451 SLP067 CIG 010V014 CB DSNT SW-NW P0006 60009 T02390222 56015,-RA;BR,FEW008;BKN012;OVC024,0,2021831
772,KATL,24/22,2976,16011G22,4,0,311450,AO2 CIG 010V014 CB DSNT SW-NW P0006,-RA;BR,FEW008;BKN012;OVC024,0,2021831
773,KATL,24/22,2976,16013G23,3,0,311413,AO2 CIG 013V017 CB DSNT SW-NW P0001 T02390222,-RA;BR,BKN015;BKN027;OVC040,0,2021831
774,KATL,24/22,2976,16014G25,9,0,311352,AO2 SLP069 CIG 010V016 CB DSNT SW-NW P0001 T02440222,#NAME?,BKN013;BKN027;BKN085;OVC140,0,2021831
775,KATL,24/22,2977,15014G22,5,0,311322,AO2 CIG 010V014 P0001 T02390222,-RA;BR,SCT008;BKN012;OVC030,0,2021831
776,KATL,24/22,2978,15013G22,6,0,311252,AO2 RAB10 SLP076 P0002 T02390222,-RA;BR,BKN009;BKN012;OVC022,0,2021831
777,KATL,24/22,2979,15015G22,6,0,311243,AO2 RAB10 P0001 T02390222,-RA;BR,BKN009;BKN016;OVC055,0,2021831
778,KATL,24/22,2980,15012G20,3,0,311218,AO2 RAB10 P0001 T02390222,-RA;BR,FEW009;OVC012,0,2021831
779,KATL,24/22,2981,16011G23,7,0,311152,AO2 SLP083 BKN009 V SCT 60000 70015 T02390222 10239 20228 55007,NA,BKN009;OVC013,0,2021831
780,KATL,23/22,2980,14010G22,7,0,311127,AO2 BKN007 V SCT T02330217,NA,BKN007;BKN013;OVC090,0,2021831
781,KATL,23/22,2980,15011G19,7,0,311115,AO2 SCT007 V BKN T02330217,NA,SCT007;BKN013;BKN080;OVC130,0,2021831
782,KATL,23/22,2980,14010G18,8,0,311052,AO2 SLP081 SCT007 V BKN T02330217,NA,SCT007;SCT012;BKN080;BKN130,0,2021831
783,KATL,23/22,2981,14009,8,0,311039,AO2 SCT007 V BKN T02330217,NA,SCT007;SCT012;BKN065;BKN130,0,2021831
784,KATL,23/22,2982,14010,7,0,310952,AO2 RAE52 SLP087 CIG 006V009 BKN007 V SCT P0000 T02330217,NA,BKN007;BKN013;BKN050;OVC130,0,2021831
785,KATL,23/22,2983,14009,7,0,310852,AO2 RAB32 SLP090 CIG 005V008 P0000 60000 T02280217 58025,#NAME?,BKN006;BKN012;OVC120,0,2021831
786,KATL,23/22,2983,13008,7,0,310849,AO2 RAB32 P0000,#NAME?,BKN008;BKN012;OVC120,0,2021831
787,KATL,23/21,2985,13005,10,0,310752,AO2 SLP099 T02280211,NA,FEW005;BKN075;BKN150;OVC200,0,2021831
788,KATL,23/21,2988,14004,10,0,310652,AO2 SLP107 T02280211,NA,FEW005;BKN150;OVC200,0,2021831
789,KATL,23/22,2990,12007,10,0,310552,AO2 SLP115 60000 T02280217 10239 20228 58009,NA,FEW007;SCT150;BKN200;OVC250,0,2021831
790,KATL,23/21,2991,13006,10,0,310532,AO2 T02280211,NA,FEW007;SCT130;BKN200;OVC250,0,2021831
791,KATL,23/21,2993,14004,10,0,310452,AO2 SLP123 T02280211 403000228,NA,FEW130;BKN200;OVC250,0,2021831
792,KATL,23/21,2993,14004,10,0,310352,AO2 SLP122 T02280206,NA,FEW010;SCT150;BKN200;OVC250,0,2021831
793,KATL,23/21,2993,13003,10,0,310252,AO2 SLP125 60000 T02280211 58003,NA,BKN150;OVC200,0,2021831
794,KATL,23/21,2995,13004,10,0,310152,AO2 SLP130 T02330211,NA,FEW012;BKN150;OVC200,0,2021831
795,KATL,23/22,2993,17004,10,0,310052,AO2 RAE47 SLP127 P0000 T02330217,NA,FEW020;SCT110;BKN150;OVC200,0,2021831
1026,KPDK,30/17,2994,VRB03,10,0,52053,AO2 SLP125 T03000172 56018,NA,CLR,0,20210905
1027,KPDK,30/18,2995,0,10,0,51953,AO2 SLP128 T03000178,NA,FEW050,0,20210905
1028,KPDK,29/18,2998,0,10,0,51853,AO2 SLP136 T02890178,NA,FEW050,0,20210905
1029,KPDK,28/17,3000,27005,10,0,51753,AO2 SLP144 T02780167 10283 20150 58010,NA,BKN055,0,20210905
1030,KPDK,27/16,3001,VRB04,10,0,51653,AO2 SLP149 T02720161,NA,CLR,0,20210905
1031,KPDK,26/16,3003,27006,10,0,51553,AO2 SLP154 T02610161,NA,CLR,0,20210905
1032,KPDK,24/16,3003,22004,10,0,51453,AO2 SLP157 T02440156 53004,NA,CLR,0,20210905
1033,KPDK,23/16,3003,23003,10,0,51353,AO2 SLP156 T02280161,NA,CLR,0,20210905
1034,KPDK,19/17,3002,0,10,0,51253,AO2 SLP156 T01940167,NA,CLR,0,20210905
1035,KPDK,15/15,3002,0,7,0,51153,AO2 SLP155 T01500150 10172 20144 53007,NA,CLR,0,20210905
1036,KPDK,15/14,3001,0,8,0,51053,AO2 SLP151 T01500144,NA,CLR,0,20210905
1037,KPDK,15/14,3000,0,9,1,50953,AO2 SLP145 T01500144,NA,CLR,0,20210905
1038,KPDK,16/15,2999,0,8,1,50853,AO2 SLP145 T01560150 55008,NA,CLR,0,20210905
1039,KPDK,16/16,2999,0,9,1,50753,AO2 SLP143 T01610156,NA,CLR,0,20210905
1040,KPDK,17/16,3000,0,10,1,50653,AO2 SLP145 T01670156,NA,CLR,0,20210905
1041,KPDK,17/16,3002,0,10,1,50553,AO2 SLP153 T01720161 10233 20172 58004,NA,CLR,0,20210905
1042,KPDK,18/16,3003,0,10,1,50453,AO2 SLP156 T01780161 402890150,NA,CLR,0,20210905
1043,KPDK,18/17,3003,0,10,1,50353,AO2 SLP157 T01830167,NA,CLR,0,20210905
1044,KPDK,19/17,3003,0,10,1,50253,AO2 SLP158 T01890167 53004,NA,CLR,0,20210905
1045,KPDK,19/17,3003,0,10,1,50153,AO2 SLP157 T01940167,NA,CLR,0,20210905
1046,KPDK,21/17,3002,0,10,0,50053,AO2 SLP153 T02060167,NA,CLR,0,20210905
1047,KATL,30/18,2995,25007,10,0,52052,AO2 SLP132 T03000178 56016,NA,SCT055;BKN200,0,20210905
1048,KATL,29/17,2996,32007,10,0,51952,AO2 SLP135 T02940167,NA,SCT050;BKN200,0,20210905
1049,KATL,29/17,2998,26007,10,0,51852,AO2 SLP142 T02940172,NA,SCT048;BKN200,0,20210905
1050,KATL,29/18,3000,VRB04,10,0,51752,AO2 SLP148 T02890183 10289 20178 58012,NA,SCT055;SCT180;SCT250,0,20210905
1051,KATL,27/16,3001,25006,10,0,51652,AO2 SLP155 T02720161,NA,SCT055;SCT180;SCT250,0,20210905
1052,KATL,27/16,3003,VRB04,10,0,51552,AO2 SLP159 T02720156,NA,SCT180;SCT250,0,20210905
1053,KATL,26/16,3003,24005,10,0,51452,AO2 SLP161 T02560156 53005,NA,FEW038;FEW200;SCT250,0,20210905
1054,KATL,24/14,3002,26005,10,0,51352,AO2 SLP158 T02390144,NA,FEW200;SCT250,0,20210905
1055,KATL,21/16,3002,0,10,0,51252,AO2 SLP157 T02110161,NA,FEW200;SCT250,0,20210905
1056,KATL,18/15,3002,0,10,0,51152,AO2 SLP157 T01780150 10194 20161 53009,NA,FEW150;FEW200,0,20210905
1057,KATL,18/14,3001,27003,10,0,51052,AO2 SLP153 T01780139,NA,FEW200,0,20210905
1058,KATL,18/14,2999,0,10,0,50952,AO2 SLP146 T01780139,NA,FEW200,0,20210905
1059,KATL,18/14,2999,0,10,0,50852,AO2 SLP146 T01830139 56010,NA,FEW200,0,20210905
1060,KATL,17/14,2999,21003,10,0,50752,AO2 SLP147 T01720139,NA,FEW200,0,20210905
1061,KATL,19/14,3000,23003,10,0,50652,AO2 SLP148 T01890144,NA,FEW200,0,20210905
1062,KATL,19/14,3002,23003,10,0,50552,AO2 SLP157 T01890144 10250 20189 58005,NA,FEW250,0,20210905
1063,KATL,20/15,3003,23003,10,0,50452,AO2 SLP160 T02000150 402890178,NA,FEW250,0,20210905
1064,KATL,21/15,3003,19003,10,0,50352,AO2 SLP159 T02110150,NA,FEW250,0,20210905
1065,KATL,22/15,3003,18003,10,0,50252,AO2 SLP161 T02170150 53005,NA,SCT250,0,20210905
1066,KATL,23/16,3003,16004,10,0,50152,AO2 SLP160 T02280156,NA,FEW200;SCT250,0,20210905
1067,KATL,23/14,3002,15004,10,0,50052,AO2 SLP156 T02330144,NA,FEW200;BKN250,0,20210905
1089,KPDK,24/23,2994,16006,6,0,302353,AO2 LTG DSNT NE RAE04B30 SLP123 P0007 60033 T02390228 10311 20233 56003,VCTS;-RA;BR,FEW035;SCT080;BKN110,0,2021830
1090,KPDK,24/23,2994,21008,6,0,302253,AO2 LTG DSNT ALQDS RAB33 SLP125 P0001 T02440233,VCTS;-RA;BR,FEW030;BKN080;OVC110,0,2021830
1091,KPDK,26/23,2994,0,10,0,302153,AO2 SLP121 T02560233,VCTS,FEW037,0,2021830
1092,KPDK,24/23,2995,14003,10,0,302053,AO2 PK WND 19029/2001 LTG DSNT N AND NW RAE32 TSE11B31E32 SLP126 P0025 60025 T02440233 55020,VCTS,FEW085,0,2021830
1093,KPDK,23/22,2996,VRB04G17,10,0,302023,AO2 PK WND 19029/2001 LTG DSNT W AND NW TSE11 P0025 T02330217,VCTS;-RA,BKN039;BKN070;OVC110,0,2021830
1094,KPDK,1/4SM,2996,15006G17,4,0,302016,AO2 PK WND 19029/2001 LTG DSNT SE AND W AND NW TSE11 P0024 T02330222,+RA;BR,FEW035;BKN043;BKN070,0,2021830
1095,KPDK,3/4SM,2996,18009G23,4,0,302011,AO2 PK WND 19029/2001 LTG DSNT SE AND NW TSE11 P0019 T02390228,VCTS;+RA;BR,BKN037;BKN050;BKN070,0,2021830
1096,KPDK,3/4SM,2996,19016G29,4,0,302004,AO2 PK WND 19029/2001 LTG DSNT SE AND S AND NW P0008 T02610233,TSRA,BKN038,0,2021830
1097,KPDK,29/22,2994,15007,10,0,301953,AO2 LTG DSNT ALQDS RAB53 TSB53 SLP120 P0000 T02940222,TSRA,BKN034,0,2021830
1098,KPDK,29/22,2998,16007,10,0,301853,AO2 SLP132 T02940222,NA,FEW037;SCT100,0,2021830
1099,KPDK,31/22,3001,14006,10,0,301753,AO2 SLP141 T03060222 10311 20233 58018,NA,FEW037;SCT075,0,2021830
1100,KPDK,31/23,3003,16004,10,0,301653,AO2 SLP150 T03060228,NA,FEW029,0,2021830
1101,KPDK,28/23,3005,VRB03,10,0,301553,AO2 SLP158 T02830233,NA,SCT027;SCT034,0,2021830
1102,KPDK,29/23,3006,VRB06,10,0,301453,AO2 SLP159 T02890233 58005,NA,FEW019,0,2021830
1103,KPDK,26/23,3007,VRB04,10,0,301353,AO2 SLP163 T02610233,NA,CLR,0,2021830
1104,KPDK,24/22,3008,16004,10,0,301253,AO2 SLP169 T02440222,NA,CLR,0,2021830
1105,KPDK,23/22,3008,0,10,0,301153,AO2 SLP168 T02330217 10233 20217 53001,NA,CLR,0,2021830
1106,KPDK,22/21,3007,0,9,0,301053,AO2 SLP165 T02170206,NA,CLR,0,2021830
1107,KPDK,23/21,3007,0,10,1,300953,AO2 SLP162 T02280206,NA,CLR,0,2021830
1108,KPDK,23/21,3007,0,10,1,300853,AO2 SLP163 T02280206 56015,NA,CLR,0,2021830
1109,KPDK,23/21,3008,0,10,1,300753,AO2 SLP166 T02280211,NA,CLR,0,2021830
1110,KPDK,23/21,3009,0,10,1,300653,AO2 SLP171 T02280211,NA,CLR,0,2021830
1111,KPDK,23/22,3012,0,10,1,300553,AO2 SLP178 T02330217 10267 20233 50001,NA,CLR,0,2021830
1112,KPDK,24/22,3013,0,10,1,300453,AO2 SLP182 T02390217 403170233,NA,CLR,0,2021830
1113,KPDK,25/21,3012,0,10,1,300353,AO2 SLP181 T02500211,NA,CLR,0,2021830
1114,KPDK,25/21,3011,0,10,0,300253,AO2 SLP178 T02500211 50002,NA,CLR,0,2021830
1115,KPDK,26/21,3013,0,10,0,300153,AO2 SLP184 T02610211,NA,CLR,0,2021830
1116,KPDK,27/21,3013,12003,10,0,300053,AO2 SLP183 T02670211,NA,CLR,0,2021830
1117,KPDK,27/22,3011,0,10,0,292353,AO2 SLP178 T02670217 10317 20267 53001,NA,CLR,0,2021829
1118,KPDK,28/22,3010,0,10,0,292253,AO2 SLP173 T02830217,NA,CLR,0,2021829
1119,KPDK,31/21,3010,16004,10,0,292153,AO2 SLP172 T03060206,NA,CLR,0,2021829
1120,KPDK,31/21,3010,16005,10,0,292053,AO2 SLP174 T03110211 58022,NA,FEW043,0,2021829
1121,KPDK,31/21,3012,VRB05,10,1,291953,AO2 SLP181 T03110211,NA,SCT041;BKN048,0,2021829
1122,KPDK,31/21,3015,0,10,0,291853,AO2 SLP191 T03060206,NA,FEW042,0,2021829
1123,KPDK,31/21,3017,VRB05,10,0,291753,AO2 SLP197 T03060211 10306 20233 58012,NA,FEW037,0,2021829
1124,KPDK,29/21,3019,VRB05,10,0,291653,AO2 SLP202 T02940211,NA,CLR,0,2021829
1125,KPDK,28/21,3020,VRB04,10,0,291553,AO2 SLP207 T02830211,NA,CLR,0,2021829
1126,KPDK,28/22,3021,0,10,0,291502,AO2 T02780222,NA,SCT021,0,2021829
1127,KPDK,28/22,3021,VRB03,10,0,291453,AO2 SLP210 T02780222 58005,NA,BKN016,0,2021829
1128,KPDK,25/23,3023,0,10,0,291353,AO2 SLP217 T02500228,NA,BKN016,0,2021829
1129,KPDK,24/23,3024,0,9,0,291253,AO2 SLP221 T02390228,NA,BKN010;OVC020,0,2021829
1130,KPDK,23/23,3022,0,8,0,291153,AO2 SLP216 T02330228 10239 20233 51018,NA,BKN008;OVC016,0,2021829
1131,KPDK,23/23,3021,17004,6,0,291053,AO2 CIG 006V011 SLP212 T02330228,BR,OVC009,0,2021829
1132,KPDK,24/22,3020,17003,10,1,291034,AO2 CIG 008V013 T02390222,NA,OVC009,0,2021829
1133,KPDK,24/22,3018,16004,10,1,290953,AO2 SLP201 T02390222,NA,OVC010,0,2021829
1134,KPDK,23/22,3017,15003,10,1,290912,AO2 T02330222,NA,OVC009,0,2021829
1135,KPDK,23/22,3017,0,10,1,290853,AO2 SLP195 T02330222 53001,NA,BKN010,0,2021829
1136,KPDK,23/22,3017,VRB05,10,1,290821,AO2 T02330222,NA,BKN009,0,2021829
1137,KPDK,24/23,3016,VRB04,10,1,290753,AO2 SLP195 T02390228,NA,FEW009,0,2021829
